SAMPLE_ID,식품명,지역 / 제조사,채취시기,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총 식이섬유(g),칼슘(㎎),총 아미노산(g),성분표출처,발행기관
N000515-33-04,위고둥,부산,4월,패류,100,g,66,83.7,11.2,1.5,1.1,0,144,-,수('2018),국립수산과학원
N000516-33-07,육동가리돔,부산,7월,어류,100,g,98,77.6,18.6,2.6,0.001,0,35,16.8,수('2018),국립수산과학원
N000517-33-04,은상어,부산,4월,어류,100,g,101,75.3,22.9,0.5,0.001,0,89,-,수('2018),국립수산과학원
N000518-25-AVG,은어,대구,평균,어류,100,g,114,77,16.7,4.5,0.2,0,31,-,수('2018),국립수산과학원
N000519-77-05,은어-양식산,산청,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000520-72-03,은연어,포항,3월,어류,100,g,106,75,21.7,1.4,0.2,-,10,-,수('2018),국립수산과학원
N000521-33-08,인상어,부산,8월,어류,100,g,133,71.8,21.8,4.2,0.4,0,89,-,수('2018),국립수산과학원
N000522-72-AVG,임연수어,포항,평균,어류,100,g,152,71.5,19.6,7.1,0.5,0,13,-,수('2018),국립수산과학원
N000522-10-04,임연수어,기장,4월,어류,100,g,-,-,18.6,-,-,-,-,18.5,수('2018),국립수산과학원
N000523-30-03,잇바디돌김-소건품,목포,3월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000524-63-10,잉어,진해,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000524-33-03,잉어,부산,3월,어류,100,g,-,-,19.9,-,-,-,-,19.5,수('2018),국립수산과학원
N000524-26-10,잉어,대전,10월,어류,100,g,113,76.9,17.5,4,0.3,0,50,-,수('2018),국립수산과학원
N000525-65-10,잉어-근육,청평,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000526-65-10,잉어-알,청평,10월,어류,100,g,-,-,25.3,-,-,-,-,23.1,수('2018),국립수산과학원
N000526-63-10,잉어-알,진해,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000527-33-05,자라-국내산,부산,5월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000528-33-05,자라-수입산,부산,5월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000529-45-06,자리돔,여수,6월,어류,100,g,88,78.2,19.5,0.4,0.4,-,56,-,수('2018),국립수산과학원
N000530-40-06,자리돔-젓갈,신안,6월,수산가공품,100,g,151,54.1,11.3,4.6,15.6,-,606,9.7,수('2018),국립수산과학원
N000531-59-09,자바리,제주,9월,어류,100,g,106,76.1,20.1,1.8,1,-,363,-,수('2018),국립수산과학원
N000532-ZZ-AVG,자주복,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000532-72-06,자주복,포항,6월,어류,100,g,83,79,18.8,0.2,0.4,-,10,-,수('2018),국립수산과학원
N000532-33-05,자주복,부산,5월,어류,100,g,-,-,17.9,-,-,-,-,16.9,수('2018),국립수산과학원
N000533-33-05,자주복-양식산,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000534-76-06,자주복-자연산,사천,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000535-63-10,장갱이,진해,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000535-33-06,장갱이,부산,6월,어류,100,g,90,78.6,19.1,1,0.001,0,31,-,수('2018),국립수산과학원
N000536-01-06,장어베도라치,강릉,6월,어류,100,g,135,73.2,19.3,5.4,0.7,-,26,-,수('2018),국립수산과학원
N000537-33-AVG,재첩,부산,평균,패류,100,g,94,77.5,12.5,1.9,5.8,0,181,-,수('2018),국립수산과학원
N000537-33-12,재첩,부산,12월,패류,100,g,-,-,12.1,-,-,-,-,11.7,수('2018),국립수산과학원
N000537-33-07,재첩,부산,7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000538-74-03,재첩-민물,하동,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000539-74-03,재첩-해수,하동,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000540-59-09,잿방어,제주,9월,어류,100,g,105,74.7,22.5,0.8,0.5,-,264,-,수('2018),국립수산과학원
N000541-ZZ-AVG,전갱이,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000541-89-03,전갱이,남해서부-EEZ(244),3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000541-33-05,전갱이,부산,5월,어류,100,g,133,72.6,20.7,4.8,0.1,0,24,-,수('2018),국립수산과학원
N000541-33-04,전갱이,부산,4월,어류,100,g,-,-,18.6,-,-,-,-,17.5,수('2018),국립수산과학원
N000541-20-05,전갱이,남해서부-EEZ(253),5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000541-14-10,전갱이,남해서부-EEZ(100),10월,어류,100,g,-,-,20.7,-,-,-,-,16.9,수('2018),국립수산과학원
N000542-33-06,전갱이-매가리,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000542-33-05,전갱이-매가리,부산,5월,어류,100,g,99,76.7,19.9,1.5,0.3,0,29,-,수('2018),국립수산과학원
N000543-ZZ-AVG,전갱이-보통육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000544-33-03,전갱이-염건품,부산,3월,수산가공품,100,g,262,38,46,6.9,0.7,0,62,-,수('2018),국립수산과학원
N000545-ZZ-AVG,전갱이-혈합육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000546-33-04,전기가오리,부산,4월,어류,100,g,64,84.3,13,1,0.001,0,67,-,수('2018),국립수산과학원
N000547-ZZ-AVG,전어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000547-72-06,전어,포항,6월,어류,100,g,107,75.7,19.2,2.7,0.2,-,141,-,수('2018),국립수산과학원
N000547-33-04,전어,부산,4월,어류,100,g,-,-,18.7,-,-,-,-,17,수('2018),국립수산과학원
N000548-ZZ-AVG,전어-젓갈,전국(대표),평균,수산가공품,100,g,130,62.8,15.3,6.7,0.5,0,466,-,수('2018),국립수산과학원
N000549-33-06,점감펭,부산,6월,어류,100,g,90,78.4,19.4,0.7,0.3,0,32,-,수('2018),국립수산과학원
N000550-45-06,점농어,여수,6월,어류,100,g,129,74.5,18.5,5.2,0.4,0,69,-,수('2018),국립수산과학원
N000550-17-10,점농어,남해서부-EEZ(231),10월,어류,100,g,-,-,19.1,-,-,-,-,18.3,수('2018),국립수산과학원
N000551-33-03,점줄우럭,부산,3월,어류,100,g,100,77.5,19.3,1.9,0.1,0,57,-,수('2018),국립수산과학원
N000552-76-06,접시조개,사천,6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000552-33-09,접시조개,부산,9월,패류,100,g,68,82.6,11.9,0.6,3,0,64,-,수('2018),국립수산과학원
N000553-30-AVG,젓새우,목포,평균,갑각류,100,g,62,64.9,9.6,1.2,2.6,0,695,-,수('2018),국립수산과학원
N000554-33-06,정어리,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000554-33-04,정어리,부산,4월,어류,100,g,-,-,19.8,-,-,-,-,19,수('2018),국립수산과학원
N000555-33-AVG,정어리-가식부육,부산,평균,어류,100,g,171,69.2,20,9.1,0.2,0,94,-,수('2018),국립수산과학원
N000555-33-11,정어리-가식부육,부산,11월,어류,100,g,167,69.7,19.9,8.9,0.001,-,0,-,수('2018),국립수산과학원
N000555-33-08,정어리-가식부육,부산,8월,어류,100,g,232,62.8,19.6,15.7,0.3,0,96,-,수('2018),국립수산과학원
N000555-33-07,정어리-가식부육,부산,7월,어류,100,g,187,68.3,18.1,12.1,0.001,-,0,-,수('2018),국립수산과학원
N000555-33-06,정어리-가식부육,부산,6월,어류,100,g,135,72.4,17.9,6.2,0.3,0,60,-,수('2018),국립수산과학원
N000555-33-05,정어리-가식부육,부산,5월,어류,100,g,159,70.6,19.9,8,0.001,-,0,-,수('2018),국립수산과학원
N000555-33-04,정어리-가식부육,부산,4월,어류,100,g,141,72.3,20.4,5.8,0.001,-,0,-,수('2018),국립수산과학원
N000555-33-03,정어리-가식부육,부산,3월,어류,100,g,132,72.7,21.3,4.5,0.001,-,0,-,수('2018),국립수산과학원
N000556-ZZ-AVG,정어리-보통육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000557-33-AVG,정어리-전어체,부산,평균,어류,100,g,179,68.2,17.5,11.1,0.1,-,0,-,수('2018),국립수산과학원
N000557-33-11,정어리-전어체,부산,11월,어류,100,g,187,68.2,16.2,12.7,0.001,-,0,-,수('2018),국립수산과학원
N000557-33-07,정어리-전어체,부산,7월,어류,100,g,232,63.5,15.8,17.6,0.001,-,0,-,수('2018),국립수산과학원
N000557-33-06,정어리-전어체,부산,6월,어류,100,g,208,65.5,16.8,14.6,0.001,-,0,-,수('2018),국립수산과학원
N000557-33-05,정어리-전어체,부산,5월,어류,100,g,164,68.7,19.7,8.6,0.001,-,0,-,수('2018),국립수산과학원
N000557-33-04,정어리-전어체,부산,4월,어류,100,g,148,71.2,18,7.7,0.001,-,0,-,수('2018),국립수산과학원
N000557-33-03,정어리-전어체,부산,3월,어류,100,g,130,72.4,18.5,5.5,0.001,-,0,-,수('2018),국립수산과학원
N000558-ZZ-AVG,정어리-혈합육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000559-ZZ-AVG,조각매물고둥,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000559-33-07,조각매물고둥,부산,7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000559-33-05,조각매물고둥,부산,5월,패류,100,g,127,72.5,17.7,3.6,4.4,0,87,-,수('2018),국립수산과학원
N000560-ZZ-AVG,조각매물고둥-근육,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000561-ZZ-AVG,조각매물고둥-내장,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000562-02-08,조개삿갓,거제,8월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000563-ZZ-AVG,조피볼락,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000563-47-07,조피볼락,여수(남해),7월,어류,100,g,-,-,19,-,-,-,-,18.5,수('2018),국립수산과학원
N000563-45-06,조피볼락,여수,6월,어류,100,g,121,72.9,21.4,3.2,0.2,0,34,-,수('2018),국립수산과학원
N000563-02-08,조피볼락,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000564-70-AVG,졸복,"통영,알래스카산",평균,어류,100,g,83,78.8,18.9,0.1,0.5,-,11,-,수('2018),국립수산과학원
N000564-59-09,졸복,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000565-51-11,좀주름다슬기,영암,11월,패류,100,g,88,76.7,14,0.5,6,-,865,-,수('2018),국립수산과학원
N000566-33-07,주꾸미,부산,7월,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000566-08-AVG,주꾸미,군산,평균,두족류,100,g,52,86.8,10.8,0.5,0.5,0,19,-,수('2018),국립수산과학원
N000567-12-02,주꾸미-내장,남해,2월,두족류,100,g,-,-,16.4,-,-,-,-,15.9,수('2018),국립수산과학원
N000568-12-11,주꾸미-혼합,남해,11월,두족류,100,g,-,-,15.8,-,-,-,-,13.6,수('2018),국립수산과학원
N000569-31-11,주름다슬기,문경,11월,패류,100,g,98,75.7,14.2,1.6,5.6,-,989,-,수('2018),국립수산과학원
N000570-ZZ-AVG,주름송편게,전국(대표),평균,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000570-45-06,주름송편게,여수,6월,갑각류,100,g,87,78.4,18.8,0.3,1.1,-,66,-,수('2018),국립수산과학원
N000571-72-05,주먹물수배기,포항,5월,어류,100,g,106,79.1,15.2,4.5,0.001,-,16,10.9,수('2018),국립수산과학원
N000572-33-06,준치,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000572-33-04,준치,부산,4월,어류,100,g,129,73.7,20.1,4.7,0.001,0,78,19.4,수('2018),국립수산과학원
N000573-33-06,줄가자미,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000573-33-05,줄가자미,부산,5월,어류,100,g,76,81,17.4,0.2,0.2,-,50,-,수('2018),국립수산과학원
N000574-33-04,줄노래미,부산,4월,어류,100,g,85,79.9,17.5,1.2,0.001,0,67,-,수('2018),국립수산과학원
N000575-33-07,줄삼치,부산,7월,어류,100,g,134,70.5,24.6,3.1,0.2,0,41,-,수('2018),국립수산과학원
N000576-33-08,줄전갱이,부산,8월,어류,100,g,112,73.2,24,1.1,0.1,0,53,-,수('2018),국립수산과학원
N000577-33-AVG,중하,부산,평균,갑각류,100,g,94,77.2,20.1,0.9,0.1,0,77,-,수('2018),국립수산과학원
N000578-ZZ-AVG,중하-자건품,전국(대표),평균,수산가공품,100,g,300,17.3,54.4,6.2,2.9,0,2767,-,수('2018),국립수산과학원
N000579-ZZ-AVG,중하-조미건품,전국(대표),평균,수산가공품,100,g,331,17.4,28.5,2,46.7,0,1078,-,수('2018),국립수산과학원
N000580-ZZ-AVG,쥐노래미,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000580-72-06,쥐노래미,포항,6월,어류,100,g,119,74.1,21,3,0.5,-,26,-,수('2018),국립수산과학원
N000580-33-10,쥐노래미,부산,10월,어류,100,g,-,-,21,-,-,-,-,20.3,수('2018),국립수산과학원
N000581-ZZ-AVG,쥐치,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000581-45-06,쥐치,여수,6월,어류,100,g,83,79,19.1,0.1,0.3,-,56,-,수('2018),국립수산과학원
N000581-33-12,쥐치,부산,12월,어류,100,g,-,-,19.8,-,-,-,-,19.7,수('2018),국립수산과학원
N000582-02-06,쥐치-조미건품(포),거제,6월,수산가공품,100,g,333,11.5,24,0.7,58.1,-,173,22.5,수('2018),국립수산과학원
N000583-ZZ-AVG,지중해담치,전국(대표),평균,패류,100,g,-,-,12,-,-,-,-,10.4,수('2018),국립수산과학원
N000583-63-12,지중해담치,진해,12월,패류,100,g,-,-,9.2,-,-,-,-,8.4,수('2018),국립수산과학원
N000583-63-10,지중해담치,진해,10월,패류,100,g,-,-,8.2,-,-,-,-,5.9,수('2018),국립수산과학원
N000583-63-08,지중해담치,진해,8월,패류,100,g,-,-,9.2,-,-,-,-,6.7,수('2018),국립수산과학원
N000583-63-06,지중해담치,진해,6월,패류,100,g,-,-,5.9,-,-,-,-,4.4,수('2018),국립수산과학원
N000583-63-04,지중해담치,진해,4월,패류,100,g,-,-,8.4,-,-,-,-,5,수('2018),국립수산과학원
N000583-63-02,지중해담치,진해,2월,패류,100,g,-,-,11.6,-,-,-,-,7.3,수('2018),국립수산과학원
N000583-44-12,지중해담치,양양(남부),12월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-44-11,지중해담치,양양(남부),11월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-44-10,지중해담치,양양(남부),10월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-44-09,지중해담치,양양(남부),9월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-44-07,지중해담치,양양(남부),7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-44-06,지중해담치,양양(남부),6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000583-33-05,지중해담치,부산,5월,패류,100,g,54,85.3,8.9,0.5,2.9,-,63,-,수('2018),국립수산과학원
N000584-68-06,지채,태안,6월,기타,100,g,-,-,2.1,-,-,-,-,1,수('2018),국립수산과학원
N000585-ZZ-AVG,지충이,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000585-61-04,지충이,진도,4월,해조류,100,g,-,-,2.9,-,-,-,-,2.5,수('2018),국립수산과학원
N000586-ZZ-AVG,진두발,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000586-61-04,진두발,진도,4월,해조류,100,g,-,-,9.1,-,-,-,-,6.9,수('2018),국립수산과학원
N000587-ZZ-AVG,진주담치,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000587-70-06,진주담치,"통영,알래스카산",6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000587-33-06,진주담치,부산,6월,패류,100,g,-,-,9.9,-,-,-,-,8.8,수('2018),국립수산과학원
N000588-33-07,진주담치-소건품,부산,7월,수산가공품,100,g,-,-,25.3,-,-,-,-,25.1,수('2018),국립수산과학원
N000589-70-AVG,진주담치-양식산,"통영,알래스카산",평균,패류,100,g,84,79.9,11.9,1.7,4.4,0,58,-,수('2018),국립수산과학원
N000590-70-AVG,진주담치-자연산,"통영,알래스카산",평균,패류,100,g,75,81.2,10.3,1.1,5.1,0,82,-,수('2018),국립수산과학원
N000591-70-12,진주조개,"통영,알래스카산",12월,패류,100,g,56,85.3,10.1,0.9,1.1,0,94,-,수('2018),국립수산과학원
N000592-33-03,진흙새우,부산,3월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000593-33-06,징거미새우,부산,6월,갑각류,100,g,90,78.8,18.3,1.4,0.001,0,115,-,수('2018),국립수산과학원
N000594-33-06,참가자미,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000594-33-03,참가자미,부산,3월,어류,100,g,-,-,18.8,-,-,-,-,18.4,수('2018),국립수산과학원
N000594-01-06,참가자미,강릉,6월,어류,100,g,85,78.6,19.4,0.2,0.4,-,21,-,수('2018),국립수산과학원
N000595-02-06,참가자미-식해,거제,6월,수산가공품,100,g,120,69.8,13.8,2.4,9.6,-,152,13.2,수('2018),국립수산과학원
N000596-ZZ-AVG,참가자미-알,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000597-65-04,참게,청평,4월,갑각류,100,g,-,-,11.1,-,-,-,-,11.1,수('2018),국립수산과학원
N000597-33-06,참게,부산,6월,갑각류,100,g,175,70.7,14.4,12,0.2,-,359,-,수('2018),국립수산과학원
N000598-ZZ-AVG,참굴,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000598-70-AVG,참굴,"통영,알래스카산",평균,패류,100,g,-,-,13.3,-,-,-,-,11.4,수('2018),국립수산과학원
N000598-70-03,참굴,"통영,알래스카산",3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000598-45-AVG,참굴,여수,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000598-33-05,참굴,부산,5월,패류,100,g,73,83.5,9.2,2.6,2.3,0,75,-,수('2018),국립수산과학원
N000599-ZZ-AVG,참굴-젓갈,전국(대표),평균,수산가공품,100,g,95,70.2,8.6,2.7,8.1,0,196,-,수('2018),국립수산과학원
N000600-ZZ-AVG,참김,전국(대표),평균,해조류,100,g,12,90.5,3.3,0.4,1.7,-,490,-,수('2018),국립수산과학원
N000600-53-11,참김,완도,11월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000600-53-04,참김,완도,4월,해조류,100,g,-,-,3.3,-,-,-,-,3.1,수('2018),국립수산과학원
N000601-ZZ-AVG,참김-소건품,전국(대표),평균,수산가공품,100,g,165,11.4,38.6,1.7,38.6,1.7,325,-,수('2018),국립수산과학원
N000601-53-10,참김-소건품,완도,10월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000602-ZZ-AVG,참김-조미건품,전국(대표),평균,수산가공품,100,g,172,5.5,37.8,2.3,41.1,1.8,230,-,수('2018),국립수산과학원
N000603-ZZ-AVG,참다랑어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000603-46-09,참다랑어,여수(거문도),9월,어류,100,g,-,-,24.2,-,-,-,-,20.6,수('2018),국립수산과학원
N000603-45-05,참다랑어,여수,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000603-33-02,참다랑어,부산,2월,어류,100,g,132,69.5,27.2,1.8,0.1,0,11,-,수('2018),국립수산과학원
N000604-33-10,참다랑어-기름살(육),부산,10월,어류,100,g,-,-,23.9,-,-,-,-,23.8,수('2018),국립수산과학원
N000605-33-10,참다랑어-내장,부산,10월,어류,100,g,-,-,19.5,-,-,-,-,19.5,수('2018),국립수산과학원
N000606-46-09,참다랑어-등살(상),여수(거문도),9월,어류,100,g,-,-,24.5,-,-,-,-,20.6,수('2018),국립수산과학원
N000606-46-08,참다랑어-등살(상),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000607-46-09,참다랑어-등살(중),여수(거문도),9월,어류,100,g,-,-,22.8,-,-,-,-,19.8,수('2018),국립수산과학원
N000607-46-08,참다랑어-등살(중),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000608-46-08,참다랑어-등살(하),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000609-46-09,참다랑어-뱃살(상),여수(거문도),9월,어류,100,g,-,-,21.8,-,-,-,-,17.3,수('2018),국립수산과학원
N000609-46-08,참다랑어-뱃살(상),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000610-46-09,참다랑어-뱃살(중),여수(거문도),9월,어류,100,g,-,-,23.4,-,-,-,-,17.9,수('2018),국립수산과학원
N000610-46-08,참다랑어-뱃살(중),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000611-46-09,참다랑어-뱃살(하),여수(거문도),9월,어류,100,g,-,-,24.2,-,-,-,-,20.6,수('2018),국립수산과학원
N000611-46-08,참다랑어-뱃살(하),여수(거문도),8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000612-33-10,참다랑어-붉은살,부산,10월,어류,100,g,-,-,24.8,-,-,-,-,24.7,수('2018),국립수산과학원
N000613-65-11,참다슬기,청평,11월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000613-03-11,참다슬기,경기,11월,패류,100,g,76,79.5,12.3,0.4,4.9,-,623,-,수('2018),국립수산과학원
N000614-33-04,참다슬기-국내산,부산,4월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000615-33-04,참다슬기-수입산,부산,4월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000616-33-AVG,참담치,부산,평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000616-33-05,참담치,부산,5월,패류,100,g,82,79.7,13.8,1.2,3.1,-,43,-,수('2018),국립수산과학원
N000616-33-03,참담치,부산,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000616-01-09,참담치,강릉,9월,패류,100,g,-,-,10.4,-,-,-,-,7,수('2018),국립수산과학원
N000617-54-08,참돌고래,울산(고래연),8월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000618-ZZ-AVG,참돔,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000618-45-06,참돔,여수,6월,어류,100,g,82,79.3,18.4,0.1,0.8,0,33,-,수('2018),국립수산과학원
N000618-33-06,참돔,부산,6월,어류,100,g,-,-,21.5,-,-,-,-,20.3,수('2018),국립수산과학원
N000619-33-06,참돔-알,부산,6월,어류,100,g,-,-,7.6,-,-,-,-,7.5,수('2018),국립수산과학원
N000620-33-08,참돔-양식산,부산,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000620-02-09,참돔-양식산,거제,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000621-33-08,참돔-자연산,부산,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000621-02-09,참돔-자연산,거제,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000622-35-12,참마자,서울(한강),12월,어류,100,g,90,79.4,17.7,1.5,0.3,0,58,-,수('2018),국립수산과학원
N000623-72-03,참문어-내장,포항,3월,두족류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000624-33-06,참문어-다리,부산,6월,두족류,100,g,-,-,13.2,-,-,-,-,12.9,수('2018),국립수산과학원
N000625-33-06,참문어-몸통,부산,6월,두족류,100,g,-,-,16.6,-,-,-,-,15.3,수('2018),국립수산과학원
N000626-39-10,참문어-소건품,속초,10월,수산가공품,100,g,-,-,62.4,-,-,-,-,62,수('2018),국립수산과학원
N000627-33-10,참붕어,부산,10월,어류,100,g,118,74.7,16.4,5.1,0.1,0,983,-,수('2018),국립수산과학원
N000628-33-06,참서대,부산,6월,어류,100,g,-,-,17.4,-,-,-,-,16,수('2018),국립수산과학원
N000628-33-05,참서대,부산,5월,어류,100,g,84,79.1,18.6,0.4,0.5,-,19,-,수('2018),국립수산과학원
N000629-70-06,참서대-염건품,"통영,알래스카산",6월,수산가공품,100,g,107,72.7,22.5,1,0.6,-,480,21.1,수('2018),국립수산과학원
N000630-ZZ-AVG,참조기,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000630-33-05,참조기,부산,5월,어류,100,g,82,80.1,17.1,0.9,0.3,0,65,-,수('2018),국립수산과학원
N000630-33-04,참조기,부산,4월,어류,100,g,-,-,19.3,-,-,-,-,18.5,수('2018),국립수산과학원
N000630-33-03,참조기,부산,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000631-49-03,참조기-근육,영광,3월,어류,100,g,-,-,17.7,-,-,-,-,17.6,수('2018),국립수산과학원
N000632-49-03,참조기-알,영광,3월,어류,100,g,-,-,22.9,-,-,-,-,21,수('2018),국립수산과학원
N000633-71-06,참조기-염건품,통영(영광),6월,수산가공품,100,g,-,-,16.5,-,-,-,-,15.8,수('2018),국립수산과학원
N000633-49-03,참조기-염건품,영광,3월,수산가공품,100,g,332,32.6,44.4,15.2,0.4,0,68,-,수('2018),국립수산과학원
N000633-33-06,참조기-염건품,부산,6월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000634-62-06,참조기-젓갈,진주,6월,수산가공품,100,g,123,58.7,15.5,2.8,8,-,305,13.7,수('2018),국립수산과학원
N000635-ZZ-AVG,참홑파래-소건품,전국(대표),평균,수산가공품,100,g,146,15.5,17.2,1.1,48.3,4.9,630,-,수('2018),국립수산과학원
N000636-33-05,창꼴뚜기,부산,5월,두족류,100,g,70,82.7,14.7,0.5,0.8,-,22,-,수('2018),국립수산과학원
N000637-33-03,창자파래-소건품,부산,3월,수산가공품,100,g,151,10.4,23.6,0.8,45.8,4.2,866,-,수('2018),국립수산과학원
N000638-ZZ-AVG,청각,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
